,0,1,2,3,4,5,6,7,8,9
277,398721,398721,398721,398721,398721,398721,398721,398721,398721,398721
278,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686
279,37009,37009,37009,37009,37009,37009,37009,37009,37009,37009
280,135150,135150,135150,135150,135150,135150,135150,135150,135150,135150
281,62360,62360,62360,62360,62360,62360,62360,62360,62360,62360
282,50195,50195,50195,50195,50195,50195,50195,50195,50195,50195
283,56030,56030,56030,56030,56030,56030,56030,56030,56030,56030
284,327724,327724,327724,327724,327724,327724,327724,327724,327724,327724
285,15451,15451,15451,15451,15451,15451,15451,15451,15451,15451
286,28905,28905,28905,28905,28905,28905,28905,28905,28905,28905
287,29075,29075,29075,29075,29075,29075,29075,29075,29075,29075
288,37315,37315,37315,37315,37315,37315,37315,37315,37315,37315
289,28573,28573,28573,28573,28573,28573,28573,28573,28573,28573
290,198561,198561,198561,198561,198561,198561,198561,198561,198561,198561
291,17819,17819,17819,17819,17819,17819,17819,17819,17819,17819
292,132796,132796,132796,132796,132796,132796,132796,132796,132796,132796
293,30983,30983,30983,30983,30983,30983,30983,30983,30983,30983
294,39650,39650,39650,39650,39650,39650,39650,39650,39650,39650
295,10075,10075,10075,10075,10075,10075,10075,10075,10075,10075
296,49337,49337,49337,49337,49337,49337,49337,49337,49337,49337
297,60036,60036,60036,60036,60036,60036,60036,60036,60036,60036
298,44234,44234,44234,44234,44234,44234,44234,44234,44234,44234
299,36198,36198,36198,36198,36198,36198,36198,36198,36198,36198
300,40328,40328,40328,40328,40328,40328,40328,40328,40328,40328
301,5786,5786,5786,5786,5786,5786,5786,5786,5786,5786
302,30823,30823,30823,30823,30823,30823,30823,30823,30823,30823
303,17676,17676,17676,17676,17676,17676,17676,17676,17676,17676
304,37386,37386,37386,37386,37386,37386,37386,37386,37386,37386
305,208585,208585,208585,208585,208585,208585,208585,208585,208585,208585
306,33080,33080,33080,33080,33080,33080,33080,33080,33080,33080
307,6829,6829,6829,6829,6829,6829,6829,6829,6829,6829
308,1109,1109,1109,1109,1109,1109,1109,1109,1109,1109
309,11727,11727,11727,11727,11727,11727,11727,11727,11727,11727
310,6871,6871,6871,6871,6871,6871,6871,6871,6871,6871
311,37187,37187,37187,37187,37187,37187,37187,37187,37187,37187
312,203432,203432,203432,203432,203432,203432,203432,203432,203432,203432
313,267,267,267,267,267,267,267,267,267,267
314,46375,46375,46375,46375,46375,46375,46375,46375,46375,46375
315,4766,4766,4766,4766,4766,4766,4766,4766,4766,4766
316,34970,34970,34970,34970,34970,34970,34970,34970,34970,34970
317,59,59,59,59,59,59,59,59,59,59
318,131627,131627,131627,131627,131627,131627,131627,131627,131627,131627
319,264811,264811,264811,264811,264811,264811,264811,264811,264811,264811
320,141235,141235,141235,141235,141235,141235,141235,141235,141235,141235
321,35361,35361,35361,35361,35361,35361,35361,35361,35361,35361
322,29449,29449,29449,29449,29449,29449,29449,29449,29449,29449
323,196948,196948,196948,196948,196948,196948,196948,196948,196948,196948
324,18403,18403,18403,18403,18403,18403,18403,18403,18403,18403
325,60409,60409,60409,60409,60409,60409,60409,60409,60409,60409
326,48089,48089,48089,48089,48089,48089,48089,48089,48089,48089
327,197529,197529,197529,197529,197529,197529,197529,197529,197529,197529
328,35432,35432,35432,35432,35432,35432,35432,35432,35432,35432
329,27843,27843,27843,27843,27843,27843,27843,27843,27843,27843
330,49889,49889,49889,49889,49889,49889,49889,49889,49889,49889
331,12353,12353,12353,12353,12353,12353,12353,12353,12353,12353
332,61135,61135,61135,61135,61135,61135,61135,61135,61135,61135
333,49567,49567,49567,49567,49567,49567,49567,49567,49567,49567
334,28738,28738,28738,28738,28738,28738,28738,28738,28738,28738
335,199811,199811,199811,199811,199811,199811,199811,199811,199811,199811
336,7594,7594,7594,7594,7594,7594,7594,7594,7594,7594
337,32437,32437,32437,32437,32437,32437,32437,32437,32437,32437
338,63771,63771,63771,63771,63771,63771,63771,63771,63771,63771
339,398960,398960,398960,398960,398960,398960,398960,398960,398960,398960
340,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927
341,202329,202329,202329,202329,202329,202329,202329,202329,202329,202329
342,31078,31078,31078,31078,31078,31078,31078,31078,31078,31078
343,262149,262149,262149,262149,262149,262149,262149,262149,262149,262149
344,15782,15782,15782,15782,15782,15782,15782,15782,15782,15782
345,557,557,557,557,557,557,557,557,557,557
346,197732,197732,197732,197732,197732,197732,197732,197732,197732,197732
347,135132,135132,135132,135132,135132,135132,135132,135132,135132,135132
348,11427,11427,11427,11427,11427,11427,11427,11427,11427,11427
349,42003,42003,42003,42003,42003,42003,42003,42003,42003,42003
350,21299,21299,21299,21299,21299,21299,21299,21299,21299,21299
351,327741,327741,327741,327741,327741,327741,327741,327741,327741,327741
352,16,16,16,16,16,16,16,16,16,16
353,42642,42642,42642,42642,42642,42642,42642,42642,42642,42642
354,7303,7303,7303,7303,7303,7303,7303,7303,7303,7303
355,19171,19171,19171,19171,19171,19171,19171,19171,19171,19171
356,25234,25234,25234,25234,25234,25234,25234,25234,25234,25234
357,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836
358,13331,13331,13331,13331,13331,13331,13331,13331,13331,13331
359,15716,15716,15716,15716,15716,15716,15716,15716,15716,15716
360,12556,12556,12556,12556,12556,12556,12556,12556,12556,12556
361,50446,50446,50446,50446,50446,50446,50446,50446,50446,50446
362,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170
363,5588,5588,5588,5588,5588,5588,5588,5588,5588,5588
364,38926,38926,38926,38926,38926,38926,38926,38926,38926,38926
365,56099,56099,56099,56099,56099,56099,56099,56099,56099,56099
366,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111
367,10961,10961,10961,10961,10961,10961,10961,10961,10961,10961
368,197706,197706,197706,197706,197706,197706,197706,197706,197706,197706
369,205311,205311,205311,205311,205311,205311,205311,205311,205311,205311
370,210303,210303,210303,210303,210303,210303,210303,210303,210303,210303
371,59622,59622,59622,59622,59622,59622,59622,59622,59622,59622
372,132933,132933,132933,132933,132933,132933,132933,132933,132933,132933
373,51943,51943,51943,51943,51943,51943,51943,51943,51943,51943
374,56055,56055,56055,56055,56055,56055,56055,56055,56055,56055
375,2614,2614,2614,2614,2614,2614,2614,2614,2614,2614
